name,tax_class,rule_class,overridden,is_stealer,breach_date,pwn_count
TravelOK,service,service,FALSE,FALSE,2020-12-17,637279
Travelio,service,service,FALSE,FALSE,2021-11-23,471376
Trello,aggregator,aggregator,FALSE,FALSE,2024-01-16,15111945
TrikSpamBotnet,combolist,combolist,FALSE,TRUE,2018-06-12,43432346
Trillian,service,service,FALSE,FALSE,2015-12-27,3827238
TruckersMP,service,service,FALSE,FALSE,2016-02-25,83957
TrueFire,service,service,FALSE,FALSE,2020-02-21,599667
TruthFinder,service,service,FALSE,FALSE,2019-04-12,8159573
Tumblr,service,service,FALSE,FALSE,2013-02-28,65469298
TunedGlobal,service,service,FALSE,FALSE,2016-03-16,985586
Tunngle,service,service,FALSE,FALSE,2016-07-01,8192928
Twitter,service,service,FALSE,FALSE,2022-01-01,6682453
Twitter200M,aggregator,aggregator,FALSE,FALSE,2021-01-01,211524284
Ubook,aggregator,aggregator,FALSE,FALSE,2024-07-28,699908
Uiggy,service,service,FALSE,FALSE,2016-06-01,2682650
Ulmon,service,service,FALSE,FALSE,2020-01-26,777769
IGF,service,service,FALSE,FALSE,2014-02-20,3200
UnderworldEmpire,service,service,FALSE,FALSE,2017-04-25,428779
UnicoCampania,service,service,FALSE,FALSE,2020-08-19,166031
Universarium,service,service,FALSE,FALSE,2019-11-01,564962
UC,service,service,FALSE,FALSE,2020-12-24,547422
UnrealEngine,service,service,FALSE,FALSE,2016-08-11,530147
Astoria,service,service,FALSE,FALSE,2021-01-26,11498146
Upstox,service,service,FALSE,FALSE,2021-04-08,111002
UtahGunExchange,service,service,FALSE,FALSE,2020-07-17,235233
uTorrent,service,service,FALSE,FALSE,2016-01-14,395044
uuu9,service,service,FALSE,FALSE,2016-09-06,7485802
Vakinha,service,service,FALSE,FALSE,2020-06-22,4775203
Vastaamo,service,service,FALSE,FALSE,2019-03-31,30433
VBulletin,service,service,FALSE,FALSE,2015-11-03,518966
Vedantu,service,service,FALSE,FALSE,2019-07-08,686899
VerificationsIO,aggregator,aggregator,FALSE,FALSE,2019-02-25,763117241
Verified,service,service,FALSE,FALSE,2014-01-10,16919
Vermillion,service,service,FALSE,FALSE,2014-08-30,8106
Vianet,service,service,FALSE,FALSE,2020-04-08,94353
VictoryPhones,aggregator,aggregator,FALSE,FALSE,2017-01-01,166046
ViewFines,service,service,FALSE,FALSE,2018-05-07,777649
VimeWorld,service,service,FALSE,FALSE,2018-10-01,3118964
VivaAir,service,service,FALSE,FALSE,2022-03-14,932232
VK,service,service,FALSE,FALSE,2012-01-01,93338602
VNG,service,service,FALSE,FALSE,2015-05-19,24853850
Vodafone,aggregator,aggregator,FALSE,FALSE,2013-11-30,56021
VoidTO,service,service,FALSE,FALSE,2019-06-13,95431
VTech,service,service,FALSE,FALSE,2015-11-13,4833678
VTightGel,service,service,FALSE,FALSE,2016-02-13,2013164
Wakanim,service,service,FALSE,FALSE,2022-08-28,6706951
Wanelo,service,service,FALSE,FALSE,2018-12-13,23165793
WarInc,service,service,FALSE,FALSE,2012-07-04,1020136
Warframe,service,service,FALSE,FALSE,2014-11-24,819478
Warmane,service,service,FALSE,FALSE,2016-12-01,1116256
WashingtonStateFoodWorkerCard,service,service,FALSE,FALSE,2022-11-17,1594305
Wattpad,service,service,FALSE,FALSE,2020-06-29,268765495
WeHeartIt,service,service,FALSE,FALSE,2013-11-03,8600635
WedMeGood,service,service,FALSE,FALSE,2021-01-06,1306723
Weee,service,service,FALSE,FALSE,2022-07-11,1117405
WeLeakInfo,service,service,FALSE,FALSE,2021-03-08,11788
Welhof,service,service,FALSE,FALSE,2023-12-01,107292
Wendys,service,service,FALSE,FALSE,2018-03-31,52485
Whitepages,service,service,FALSE,FALSE,2016-06-27,11657763
WHMCS,service,service,FALSE,FALSE,2012-05-21,134047
WienerBuchereien,service,service,FALSE,FALSE,2019-06-10,224119
WifeLovers,service,service,FALSE,FALSE,2018-10-07,1274051
WIIUISO,service,service,FALSE,FALSE,2015-09-25,458155
WildStar,service,service,FALSE,FALSE,2015-07-11,738556
Win7Vista,service,service,FALSE,FALSE,2013-09-03,202683
Wishbone,service,service,FALSE,FALSE,2016-08-07,2247314
Wishbone2020,service,service,FALSE,FALSE,2020-01-27,9705172
WiziShop,service,service,FALSE,FALSE,2020-07-14,2856769
Wongnai,service,service,FALSE,FALSE,2020-10-28,3924454
WoTLabs,service,service,FALSE,FALSE,2024-03-03,21994
WPSandbox,service,service,FALSE,FALSE,2018-11-04,858
WPT,service,service,FALSE,FALSE,2014-01-04,148366
xat,service,service,FALSE,FALSE,2015-11-04,5968783
Xbox360ISO,service,service,FALSE,FALSE,2015-09-25,1296959
Xbox-Scene,service,service,FALSE,FALSE,2015-02-01,432552
xHamster,service,service,FALSE,FALSE,2016-11-28,377377
Xiaomi,service,service,FALSE,FALSE,2012-08-01,7088010
XKCD,service,service,FALSE,FALSE,2019-07-01,561991
XPGameSaves,service,service,FALSE,FALSE,2016-01-01,890341
XSplit,service,service,FALSE,FALSE,2013-11-07,2983472
Yahoo,service,service,FALSE,FALSE,2012-07-11,453427
Yam,service,service,FALSE,FALSE,2013-06-02,13258797
Yandex,service,service,FALSE,FALSE,2014-09-07,1186564
Yatra,service,service,FALSE,FALSE,2013-09-01,5033997
Yonema,service,service,FALSE,FALSE,2024-11-21,35962
YoteprestoCom,service,service,FALSE,FALSE,2020-06-22,1444629
Youku,service,service,FALSE,FALSE,2016-12-01,91890110
YoungLivingEssentialOils,aggregator,aggregator,FALSE,FALSE,2024-12-11,1128951
YouNow,service,service,FALSE,FALSE,2019-02-15,18241518
YouPorn,service,service,FALSE,FALSE,2012-02-21,1327567
YouveBeenScraped,aggregator,aggregator,FALSE,FALSE,2018-10-05,66147869
Zacks,service,service,FALSE,FALSE,2020-05-10,8929503
ZadigVoltaire,service,service,FALSE,FALSE,2023-11-16,586895
ZAPHosting,service,service,FALSE,FALSE,2021-11-22,746682
Zhenai,service,service,FALSE,FALSE,2011-12-21,5024908
ZLib,service,service,FALSE,FALSE,2024-06-20,9737374
Zomato,service,service,FALSE,FALSE,2017-05-17,16472873
Zoomcar,service,service,FALSE,FALSE,2018-07-01,3589795
Zoosk,service,service,FALSE,FALSE,2011-01-01,52578183
Zoosk2020,service,service,FALSE,FALSE,2020-01-12,23927853
Zooville,service,service,FALSE,FALSE,2019-09-27,71407
Zurich,service,service,FALSE,FALSE,2023-01-08,756737
Zynga,service,service,FALSE,FALSE,2019-09-01,172869660
Parapa,service,service,FALSE,FALSE,2016-08-08,4946850
SprashivaiRu,service,service,FALSE,FALSE,2015-05-11,3474763
DecoratingTheHouse,service,service,FALSE,FALSE,2020-03-27,1298651
