country,legislature,term,leg_start_year,row_count,n_unique_emails,person_count_legistype,ltype,url,cc,leg_start_date,lastmod,cc3,pop2024,lastmod_year
India,Lok Sabha,16th Lok Sabha,2014,541,511,541,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/72ee38f4b3fc31cb9071b19b2c67aab2c255586c/data/India/Lok_Sabha/term-16.csv,IN,2014-05-26,1557812040,IND,1441719852.0,2019
China,National People’s Congress,12th National People’s Congress,2013,2987,0,2956,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/99d840652c45b5cd45f45abcc14cf582b47de828/data/China/Congress/term-12.csv,CN,2013-03-05,1554305411,CHN,1410132224.0,2019
United-States-of-America,House of Representatives,113th Congress,2013,449,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-113.csv,US,2013-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,114th Congress,2015,447,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-114.csv,US,2015-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,108th Congress,2003,444,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-108.csv,US,2003-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,107th Congress,2001,447,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-107.csv,US,2001-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,106th Congress,1999,442,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-106.csv,US,1999-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,104th Congress,1995,444,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-104.csv,US,1995-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,105th Congress,1997,449,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-105.csv,US,1997-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,101st Congress,1989,448,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-101.csv,US,1989-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,109th Congress,2005,444,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-109.csv,US,2005-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,110th Congress,2007,452,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-110.csv,US,2007-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,111th Congress,2009,449,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-111.csv,US,2009-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,100th Congress,1987,448,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-100.csv,US,1987-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,102nd Congress,1991,448,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-102.csv,US,1991-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,103rd Congress,1993,447,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-103.csv,US,1993-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,Senate,115th Congress,2017,105,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-115.csv,US,2017-01-03,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,107th Congress,2001,103,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-107.csv,US,2001-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,108th Congress,2003,100,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-108.csv,US,2003-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,105th Congress,1997,100,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-105.csv,US,1997-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,106th Congress,1999,102,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-106.csv,US,1999-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,99th Congress,1985,102,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-99.csv,US,1985-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,102nd Congress,1991,105,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-102.csv,US,1991-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,97th Congress,1981,102,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-97.csv,US,1981-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,98th Congress,1983,100,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-98.csv,US,1983-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,100th Congress,1987,101,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-100.csv,US,1987-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,101st Congress,1989,103,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-101.csv,US,1989-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,112th Congress,2011,102,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-112.csv,US,2011-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,111th Congress,2009,110,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-111.csv,US,2009-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,110th Congress,2007,102,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-110.csv,US,2007-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,109th Congress,2005,101,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-109.csv,US,2005-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,103rd Congress,1993,104,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-103.csv,US,1993-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,104th Congress,1995,103,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-104.csv,US,1995-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,House of Representatives,115th Congress,2017,456,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-115.csv,US,2017-01-03,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,116th Congress,2019,440,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-116.csv,US,2019-01-03,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,112th Congress,2011,450,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-112.csv,US,2011-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,99th Congress,1985,444,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-99.csv,US,1985-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,98th Congress,1983,445,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/35c09ba19b40bfd272953719e0b22126d76c589e/data/United_States_of_America/House/term-98.csv,US,1983-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,House of Representatives,97th Congress,1981,448,0,1739,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/dc2f094df3aec67b9349823f905892e75a8fbb7a/data/United_States_of_America/House/term-97.csv,US,1981-01-06,1557715874,USA,336610656.0,2019
United-States-of-America,Senate,116th Congress,2019,100,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/337ba1cf6d7fcb57e47c20d08c247cb4592173d0/data/United_States_of_America/Senate/term-116.csv,US,2019-01-03,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,113th Congress,2013,105,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-113.csv,US,2013-01-06,1557389224,USA,336610656.0,2019
United-States-of-America,Senate,114th Congress,2015,100,0,330,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3480a7c39db5e0f243d86748714717338db48ccd/data/United_States_of_America/Senate/term-114.csv,US,2015-01-06,1557389224,USA,336610656.0,2019
Indonesia,Dewan Perwakilan Rakyat,2014–2019 Council,2014,662,0,662,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/2e17040b84931e374dc53440ef6897fde78a22c4/data/Indonesia/Council/term-18.csv,ID,2014-10-01,1556003671,IDN,279798049.0,2019
Pakistan,National Assembly,14th National Assembly,2013,353,0,352,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/302310c2c33358f4bc03bbbd7199be4d9ec81265/data/Pakistan/Assembly/term-14.csv,PK,2013-06-01,1556192451,PAK,245209815.0,2019
Nigeria,Senate,8th National Assembly of Nigeria,2015,115,73,115,upper house,https://cdn.rawgit.com/everypolitician/everypolitician-data/e6cbcacde88813a8ef0adef8534b9aa5ebbb6bca/data/Nigeria/Senate/term-8.csv,NG,2015-06-09,1557247803,NGA,229152217.0,2019
Nigeria,House of Representatives,8th National Assembly of Nigeria,2015,370,67,370,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/9da925628a8fe97103b2c31bddd71bb0a8db675c/data/Nigeria/Representatives/term-8.csv,NG,2015-06-09,1557729811,NGA,229152217.0,2019
Brazil,Chamber of Deputies,55th legislature of the National Congress of Brazil,2015,596,0,940,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/f277febc5c451586a4ca992993d761540138649c/data/Brazil/Deputies/term-55.csv,BR,2015-02-01,1554164626,BRA,217637297.0,2019
Brazil,Chamber of Deputies,54th legislature of the National Congress of Brazil,2011,671,0,940,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/53374b99cf3672039ba3d12773217ccf2628cb1e/data/Brazil/Deputies/term-54.csv,BR,2011-02-01,1554164626,BRA,217637297.0,2019
Bangladesh,Jatiyo Sangshad,10th Parliament,2014,358,0,549,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/79a6ca44788508be735a5fd7983913e7e4eb29b8/data/Bangladesh/House/term-10.csv,BD,2014-01-29,1556519910,BGD,174701211.0,2019
Bangladesh,Jatiyo Sangshad,9th Parliament,2009,346,0,549,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/79a6ca44788508be735a5fd7983913e7e4eb29b8/data/Bangladesh/House/term-9.csv,BD,2009-01-25,1556519910,BGD,174701211.0,2019
Russia,Duma,6th State Duma of the Russian Federation,2011,469,0,700,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/abf3c600f3ca92528b7fffd864c050b57ab8da0c/data/Russia/Duma/term-6.csv,RU,2011-12-21,1557222416,RUS,143376832.0,2019
Russia,Duma,7th State Duma of the Russian Federation,2016,452,0,700,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/abf3c600f3ca92528b7fffd864c050b57ab8da0c/data/Russia/Duma/term-7.csv,RU,2016-10-05,1557222416,RUS,143376832.0,2019
Mexico,Chamber of Deputies,LXII Legislature of the Mexican Congress,2012,500,0,1031,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3252d89792894a5280cd6b64027516d963cd5ae1/data/Mexico/Deputies/term-62.csv,MX,2012-09-01,1555073292,MEX,129388467.0,2019
Mexico,Chamber of Deputies,LXIII Legislature of the Mexican Congress,2015,531,0,1031,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/3252d89792894a5280cd6b64027516d963cd5ae1/data/Mexico/Deputies/term-63.csv,MX,2015-09-01,1555073292,MEX,129388467.0,2019
Japan,Shūgiin,48th House of Representatives,2017,464,4,567,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/e3ed459db9aea07b357baa6b8edf355bf348a916/data/Japan/House_of_Representatives/term-48.csv,JP,2017-11-01,1556536916,JPN,123763600.0,2019
Japan,Shūgiin,47th House of Representatives,2014,479,3,567,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/e3ed459db9aea07b357baa6b8edf355bf348a916/data/Japan/House_of_Representatives/term-47.csv,JP,2014-12-14,1556536916,JPN,123763600.0,2019
Philippines,House of Representatives,16th Congress of the Philippines,2013,295,0,439,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/fa64dd42038856a6379e1147ffc574990c3a5b0b/data/Philippines/House/term-16.csv,PH,2013-07-22,1557388312,PHL,119106224.0,2019
Philippines,House of Representatives,17th Congress of the Philippines,2016,303,0,439,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/11fb6f44ad04668038191d2a25882f38a94a14e4/data/Philippines/House/term-17.csv,PH,2016-07-25,1557388312,PHL,119106224.0,2019
Egypt,Parliament,2015–,2016,600,0,600,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/02fc9a2f8fda520af85409a41299a95206ba3286/data/Egypt/Parliament/term-2015.csv,EG,2016-01-10,1554168903,EGY,114484252.0,2019
Congo-Kinshasa,National Assembly,2012–,2012,498,0,498,lower house,https://cdn.rawgit.com/everypolitician/everypolitician-data/ef12612e4aafe5d1d66b2e4cd1b717e1032647f3/data/Congo-Kinshasa/Assembly/term-2012.csv,CD,2012-02-16,1556434141,COD,105625114.0,2019
Vietnam,National Assembly,13th Congress,2011,500,0,500,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/8ebe4441897420d953a940766d623132e2838958/data/Vietnam/National_Assembly/term-13.csv,VN,2011-07-25,1557663204,VNM,99497680.0,2019
Iran,Majles,9th Assembly,2012,290,52,508,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/1e6f5ecc3974955ea5d625d184fb8fcd7517ec9c/data/Iran/Assembly/term-9.csv,IR,2012-05-27,1554352744,IRN,89809781.0,2019
Iran,Majles,10th Assembly,2016,290,139,508,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/1e6f5ecc3974955ea5d625d184fb8fcd7517ec9c/data/Iran/Assembly/term-10.csv,IR,2016-05-28,1554352744,IRN,89809781.0,2019
Turkey,Grand National Assembly,6th Parliament,1939,470,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/977fdb969b547870bb0f63839bfc01f336dc7cfb/data/Turkey/Assembly/term-6.csv,TR,1939-04-03,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,7th Parliament,1943,492,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/8c4013e1de432dd5024daa49e6e7ec2a41ba7bcd/data/Turkey/Assembly/term-7.csv,TR,1943-03-08,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,10th Parliament,1954,538,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-10.csv,TR,1954-05-14,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,13th Parliament,1965,453,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-13.csv,TR,1965-10-22,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,8th Parliament,1946,499,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/8c4013e1de432dd5024daa49e6e7ec2a41ba7bcd/data/Turkey/Assembly/term-8.csv,TR,1946-08-05,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,9th Parliament,1950,493,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/8c4013e1de432dd5024daa49e6e7ec2a41ba7bcd/data/Turkey/Assembly/term-9.csv,TR,1950-05-22,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,22nd Parliament,2002,550,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/8c4013e1de432dd5024daa49e6e7ec2a41ba7bcd/data/Turkey/Assembly/term-22.csv,TR,2002-11-14,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,21st Parliament,1999,548,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-21.csv,TR,1999-04-18,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,20th Parliament,1996,549,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-20.csv,TR,1996-01-08,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,23rd Parliament,2007,550,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/977fdb969b547870bb0f63839bfc01f336dc7cfb/data/Turkey/Assembly/term-23.csv,TR,2007-07-23,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,19th Parliament,1991,450,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-19.csv,TR,1991-11-06,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,26th Parliament,2015,550,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/8c4013e1de432dd5024daa49e6e7ec2a41ba7bcd/data/Turkey/Assembly/term-26.csv,TR,2015-11-17,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,15th Parliament,1973,454,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-15.csv,TR,1973-10-24,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,17th Parliament,1983,400,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/908ef23d4f250a95e8735a5f8d8710c58473ad27/data/Turkey/Assembly/term-17.csv,TR,1983-11-24,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,14th Parliament,1969,451,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-14.csv,TR,1969-10-22,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,12th Parliament,1961,450,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-12.csv,TR,1961-10-25,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,11th Parliament,1957,598,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-11.csv,TR,1957-11-01,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,1st Parliament,1920,436,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/8c4013e1de432dd5024daa49e6e7ec2a41ba7bcd/data/Turkey/Assembly/term-1.csv,TR,1920-04-23,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,2nd Parliament,1923,325,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/8c4013e1de432dd5024daa49e6e7ec2a41ba7bcd/data/Turkey/Assembly/term-2.csv,TR,1923-08-11,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,3rd Parliament,1927,335,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/1268d3be4e076ace2abca565ea3435c9924f5b46/data/Turkey/Assembly/term-3.csv,TR,1927-08-02,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,4th Parliament,1931,349,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/1268d3be4e076ace2abca565ea3435c9924f5b46/data/Turkey/Assembly/term-4.csv,TR,1931-05-04,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,16th Parliament,1977,450,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/908ef23d4f250a95e8735a5f8d8710c58473ad27/data/Turkey/Assembly/term-16.csv,TR,1977-06-13,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,18th Parliament,1987,452,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-18.csv,TR,1987-12-14,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,25th Parliament,2015,550,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/8c4013e1de432dd5024daa49e6e7ec2a41ba7bcd/data/Turkey/Assembly/term-25.csv,TR,2015-06-23,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,24th Parliament,2011,550,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/446a3b2ea816dab7d8d8793eefd3c885d6416cde/data/Turkey/Assembly/term-24.csv,TR,2011-06-28,1556259296,TUR,85756376.0,2019
Turkey,Grand National Assembly,5th Parliament,1935,444,0,6899,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/1268d3be4e076ace2abca565ea3435c9924f5b46/data/Turkey/Assembly/term-5.csv,TR,1935-03-01,1556259296,TUR,85756376.0,2019
Germany,Bundestag,16th Bundestag,2005,641,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-16.csv,DE,2005-10-18,1555056078,DEU,84378888.0,2019
Germany,Bundestag,17th Bundestag,2009,652,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-17.csv,DE,2009-10-27,1555056078,DEU,84378888.0,2019
Germany,Bundestag,15th Bundestag,2002,628,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-15.csv,DE,2002-10-17,1555056078,DEU,84378888.0,2019
Germany,Bundestag,2nd Bundestag,1953,558,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-2.csv,DE,1953-10-06,1555056078,DEU,84378888.0,2019
Germany,Bundestag,6th Bundestag,1969,556,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-6.csv,DE,1969-10-20,1555056078,DEU,84378888.0,2019
Germany,Bundestag,1st Bundestag,1949,474,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-1.csv,DE,1949-09-07,1555056078,DEU,84378888.0,2019
Germany,Bundestag,19th Bundestag,2017,709,1,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-19.csv,DE,2017-10-24,1555056078,DEU,84378888.0,2019
Germany,Bundestag,18th Bundestag,2013,659,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-18.csv,DE,2013-10-22,1555056078,DEU,84378888.0,2019
Germany,Bundestag,4th Bundestag,1961,580,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-4.csv,DE,1961-10-17,1555056078,DEU,84378888.0,2019
Germany,Bundestag,8th Bundestag,1976,553,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-8.csv,DE,1976-12-14,1555056078,DEU,84378888.0,2019
Germany,Bundestag,7th Bundestag,1972,549,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-7.csv,DE,1972-12-13,1555056078,DEU,84378888.0,2019
Germany,Bundestag,3rd Bundestag,1957,562,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-3.csv,DE,1957-10-15,1555056078,DEU,84378888.0,2019
Germany,Bundestag,9th Bundestag,1980,549,0,4073,unicameral legislature,https://cdn.rawgit.com/everypolitician/everypolitician-data/7164a85ce0cfde012cedb0e7f4a5803f56722d8d/data/Germany/Bundestag/term-9.csv,DE,1980-11-04,1555056078,DEU,84378888.0,2019
